code,file,drawn_size_mm,legend,check,intervene,notes
R9-Q04-2,Regulatory Signs/BICYCLES_AND TAXIS_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,BICYCLES AND TAXIS EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/CANE_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,CANE VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/EMERGENCY_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,EMERGENCY VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/LOCAL_DELIVERIES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,LOCAL DELIVERIES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/LOCAL_TRAFFIC_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,LOCAL TRAFFIC EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/POLICE_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,POLICE VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/SCHOOL_BUSES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,SCHOOL BUSES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/SERVICE_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,SERVICE VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/STOCK_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,STOCK VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-2,Regulatory Signs/T2-T3_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-2.svg,450x300,T2/T3 VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_2 '... excepted (3 lines)' supplementary plate (2022/2023); the two class lines are the sheet's dashed 'insert appropriate exception class' boxes, generated for each two-line class the sheet lists (the '[COUNCIL] BUSES' and '...t GVM AND UNDER' entries with optional or blank words are left out, and CONSTRUCTION VEHICLES, whose CONSTRUCTION is 476 wide at 50 D and would need the sheet's 'longer names use Series C' option, is not generated here). The vary values are dicts (l1 / l2 / name / leg) so one spec carries both lines. Size A 450 x 300 generated (B 600 x 400, C 750 x 500 also tabled), r 25, c 5 / d 15. Chain h 45 / f 50D / g 30 / f 50D / g 30 / f 50D EXCEPTED / e 45 = 300: cap tops 45, 125, 205. Word gaps within a line (AND TAXIS) the font's word space. Black on white."
R9-Q04-3,Regulatory Signs/BUSES AND_CONSTRUCTION_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-3.svg,450x380,BUSES AND CONSTRUCTION VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_3 '... excepted (4 lines)' supplementary plate (2022/2023); the three class lines are the sheet's dashed boxes, generated for the complete three-line classes the sheet lists (entries with '[COUNCIL]' or '... m' blanks left out). The class lines are set in Series C per the sheet's note 'for longer names use Series C font' (CONSTRUCTION is 476 wide at 50 D against the 420 inside the border, 404 at 50 C); EXCEPTED stays 50 D. Vary values are dicts (l1 / l2 / l3 / name / leg). Size A 450 x 380 generated (B 600 x 500, C 750 x 630 also tabled), r 25, c 5 / d 15. Chain e 45 / f 50D / g 30 / f / g / f / g / f EXCEPTED / e 45 = 380: cap tops 45, 125, 205, 285. Word gaps within a line the font's word space. Black on white."
R9-Q04-3,Regulatory Signs/T3 AND_TRUCK LANE_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-3.svg,450x380,T3 AND TRUCK LANE VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_3 '... excepted (4 lines)' supplementary plate (2022/2023); the three class lines are the sheet's dashed boxes, generated for the complete three-line classes the sheet lists (entries with '[COUNCIL]' or '... m' blanks left out). The class lines are set in Series C per the sheet's note 'for longer names use Series C font' (CONSTRUCTION is 476 wide at 50 D against the 420 inside the border, 404 at 50 C); EXCEPTED stays 50 D. Vary values are dicts (l1 / l2 / l3 / name / leg). Size A 450 x 380 generated (B 600 x 500, C 750 x 630 also tabled), r 25, c 5 / d 15. Chain e 45 / f 50D / g 30 / f / g / f / g / f EXCEPTED / e 45 = 380: cap tops 45, 125, 205, 285. Word gaps within a line the font's word space. Black on white."
R9-Q04-3,Regulatory Signs/TRANSIT_LANE_VEHICLES_EXCEPTED_WHITE_LONG_R9-Q04-3.svg,450x380,TRANSIT LANE VEHICLES EXCEPTED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q04_3 '... excepted (4 lines)' supplementary plate (2022/2023); the three class lines are the sheet's dashed boxes, generated for the complete three-line classes the sheet lists (entries with '[COUNCIL]' or '... m' blanks left out). The class lines are set in Series C per the sheet's note 'for longer names use Series C font' (CONSTRUCTION is 476 wide at 50 D against the 420 inside the border, 404 at 50 C); EXCEPTED stays 50 D. Vary values are dicts (l1 / l2 / l3 / name / leg). Size A 450 x 380 generated (B 600 x 500, C 750 x 630 also tabled), r 25, c 5 / d 15. Chain e 45 / f 50D / g 30 / f / g / f / g / f EXCEPTED / e 45 = 380: cap tops 45, 125, 205, 285. Word gaps within a line the font's word space. Black on white."
R9-Q05(L),Regulatory Signs/ON_SIDE_ROAD_ARROW_WHITE_LONG_R9-Q05(L).svg,600x400,ON SIDE ROAD (arrow),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q05 'On side road' supplementary plate for black-on-white traffic instruction signs (2000/2023), the white version of the national W8-3. Size A 600 x 400 generated (B 750 x 500, C 900 x 600, D 1200 x 800 also tabled), r 25, c 5 / d 15. Chain n 56 / m 80D ON / k 35 / h 80C SIDE ROAD / g 25 / f 80 (arrow) / e 44 = 400: cap tops 56 and 171, arrow 276-356. SIDE ROAD gap not stated: 46 measured from the sheet's drawing. Arrow 'per AS 1743 W8-3' (sheet note 3): the W8-3 polygon (400 x 100 at the 750 sign) scaled 0.8 to 320 x 80, centred; drawn (L) pointing left, (R) mirrored. Black on white."
R9-Q05(R),Regulatory Signs/ON_SIDE_ROAD_ARROW_WHITE_LONG_R9-Q05(R).svg,600x400,ON SIDE ROAD (arrow),ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q05 'On side road' supplementary plate for black-on-white traffic instruction signs (2000/2023), the white version of the national W8-3. Size A 600 x 400 generated (B 750 x 500, C 900 x 600, D 1200 x 800 also tabled), r 25, c 5 / d 15. Chain n 56 / m 80D ON / k 35 / h 80C SIDE ROAD / g 25 / f 80 (arrow) / e 44 = 400: cap tops 56 and 171, arrow 276-356. SIDE ROAD gap not stated: 46 measured from the sheet's drawing. Arrow 'per AS 1743 W8-3' (sheet note 3): the W8-3 polygon (400 x 100 at the 750 sign) scaled 0.8 to 320 x 80, centred; drawn (L) pointing left, (R) mirrored. Black on white."
R9-Q06,Regulatory Signs/BICYCLES_WHITE_WIDE_R9-Q06.svg,450x150,BICYCLES,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R9-Q06 'Bicycles' supplementary plate (2024). Size A 450 x 150 generated (B 600 x 200, C 900 x 300, D 1200 x 400 also tabled), r 25, c 5 / d 15. Chain e 45 / f 60C / e 45 = 150: cap top 45. Black on white."
RM4-Q01,Regulatory Signs/RAMP_SPEED_WHITE_SQUARE_RM4-Q01.svg,600x600,RAMP SPEED,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet RM4-Q01 'Ramp speed' multi-message sign plate (2021), used only with a speed limit sign in a multi-message frame. 600 x 600, black border 25, square corners. Chain 130 / 120D / 100 / 120D / 130 = 600: cap tops 130 and 350. Black on white."
R7-10-Q01,Speed Signs/Normal Speed Signs/10_TRAMWAY_ONLY_WHITE_TALL_R7-10-Q01.svg,450x900,10 (tram) ONLY,ok,,"symbol:qld_r7-10-q01_tram TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R7-10-Q01 'Speed - tramway only' regulatory sign (2022). Size A 450 x 900 generated (B 600 x 1200, C 900 x 1800, D 1200 x 2400 also tabled): corner r1 15, unbordered white. Chain k 20 / g 440 (red annulus, h 350 inside: R220 / R175, centre (225, 240)) / o 10 / f 200 (tram symbol) / c 30 / e 25 / d 120C ONLY / e 25 / c 30 = 900. Numerals m 180D centred on the annulus (cap top 150), 'insert appropriate speed' (60 shown): generated as R4-1 (two numerals D, three C; tramway limits may be multiples of 5). Red ONLY panel n 400 wide (x 25-425), y 700-870, r2 25, white ONLY 120 C cap top 725. Tram symbol 200 tall from the grid inset, width not stated: traced from the sheet (tools/symbols/qld_r7-10-q01_tram.svg), box 380 wide measured on the drawing. Red, black and white. 2026-09-09: speed values trimmed from 5-130 to 10-60: the sheet says only 'insert appropriate speed'; tramway limits are low and may be multiples of 5 (sheet note 3); 10-60 generated (Russell: make the variants that make sense, not every value)."
R7-10-Q01,Speed Signs/Normal Speed Signs/15_TRAMWAY_ONLY_WHITE_TALL_R7-10-Q01.svg,450x900,15 (tram) ONLY,ok,,"symbol:qld_r7-10-q01_tram TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R7-10-Q01 'Speed - tramway only' regulatory sign (2022). Size A 450 x 900 generated (B 600 x 1200, C 900 x 1800, D 1200 x 2400 also tabled): corner r1 15, unbordered white. Chain k 20 / g 440 (red annulus, h 350 inside: R220 / R175, centre (225, 240)) / o 10 / f 200 (tram symbol) / c 30 / e 25 / d 120C ONLY / e 25 / c 30 = 900. Numerals m 180D centred on the annulus (cap top 150), 'insert appropriate speed' (60 shown): generated as R4-1 (two numerals D, three C; tramway limits may be multiples of 5). Red ONLY panel n 400 wide (x 25-425), y 700-870, r2 25, white ONLY 120 C cap top 725. Tram symbol 200 tall from the grid inset, width not stated: traced from the sheet (tools/symbols/qld_r7-10-q01_tram.svg), box 380 wide measured on the drawing. Red, black and white. 2026-09-09: speed values trimmed from 5-130 to 10-60: the sheet says only 'insert appropriate speed'; tramway limits are low and may be multiples of 5 (sheet note 3); 10-60 generated (Russell: make the variants that make sense, not every value)."
R7-10-Q01,Speed Signs/Normal Speed Signs/20_TRAMWAY_ONLY_WHITE_TALL_R7-10-Q01.svg,450x900,20 (tram) ONLY,ok,,"symbol:qld_r7-10-q01_tram TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R7-10-Q01 'Speed - tramway only' regulatory sign (2022). Size A 450 x 900 generated (B 600 x 1200, C 900 x 1800, D 1200 x 2400 also tabled): corner r1 15, unbordered white. Chain k 20 / g 440 (red annulus, h 350 inside: R220 / R175, centre (225, 240)) / o 10 / f 200 (tram symbol) / c 30 / e 25 / d 120C ONLY / e 25 / c 30 = 900. Numerals m 180D centred on the annulus (cap top 150), 'insert appropriate speed' (60 shown): generated as R4-1 (two numerals D, three C; tramway limits may be multiples of 5). Red ONLY panel n 400 wide (x 25-425), y 700-870, r2 25, white ONLY 120 C cap top 725. Tram symbol 200 tall from the grid inset, width not stated: traced from the sheet (tools/symbols/qld_r7-10-q01_tram.svg), box 380 wide measured on the drawing. Red, black and white. 2026-09-09: speed values trimmed from 5-130 to 10-60: the sheet says only 'insert appropriate speed'; tramway limits are low and may be multiples of 5 (sheet note 3); 10-60 generated (Russell: make the variants that make sense, not every value)."
R7-10-Q01,Speed Signs/Normal Speed Signs/25_TRAMWAY_ONLY_WHITE_TALL_R7-10-Q01.svg,450x900,25 (tram) ONLY,ok,,"symbol:qld_r7-10-q01_tram TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R7-10-Q01 'Speed - tramway only' regulatory sign (2022). Size A 450 x 900 generated (B 600 x 1200, C 900 x 1800, D 1200 x 2400 also tabled): corner r1 15, unbordered white. Chain k 20 / g 440 (red annulus, h 350 inside: R220 / R175, centre (225, 240)) / o 10 / f 200 (tram symbol) / c 30 / e 25 / d 120C ONLY / e 25 / c 30 = 900. Numerals m 180D centred on the annulus (cap top 150), 'insert appropriate speed' (60 shown): generated as R4-1 (two numerals D, three C; tramway limits may be multiples of 5). Red ONLY panel n 400 wide (x 25-425), y 700-870, r2 25, white ONLY 120 C cap top 725. Tram symbol 200 tall from the grid inset, width not stated: traced from the sheet (tools/symbols/qld_r7-10-q01_tram.svg), box 380 wide measured on the drawing. Red, black and white. 2026-09-09: speed values trimmed from 5-130 to 10-60: the sheet says only 'insert appropriate speed'; tramway limits are low and may be multiples of 5 (sheet note 3); 10-60 generated (Russell: make the variants that make sense, not every value)."
R7-10-Q01,Speed Signs/Normal Speed Signs/30_TRAMWAY_ONLY_WHITE_TALL_R7-10-Q01.svg,450x900,30 (tram) ONLY,ok,,"symbol:qld_r7-10-q01_tram TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R7-10-Q01 'Speed - tramway only' regulatory sign (2022). Size A 450 x 900 generated (B 600 x 1200, C 900 x 1800, D 1200 x 2400 also tabled): corner r1 15, unbordered white. Chain k 20 / g 440 (red annulus, h 350 inside: R220 / R175, centre (225, 240)) / o 10 / f 200 (tram symbol) / c 30 / e 25 / d 120C ONLY / e 25 / c 30 = 900. Numerals m 180D centred on the annulus (cap top 150), 'insert appropriate speed' (60 shown): generated as R4-1 (two numerals D, three C; tramway limits may be multiples of 5). Red ONLY panel n 400 wide (x 25-425), y 700-870, r2 25, white ONLY 120 C cap top 725. Tram symbol 200 tall from the grid inset, width not stated: traced from the sheet (tools/symbols/qld_r7-10-q01_tram.svg), box 380 wide measured on the drawing. Red, black and white. 2026-09-09: speed values trimmed from 5-130 to 10-60: the sheet says only 'insert appropriate speed'; tramway limits are low and may be multiples of 5 (sheet note 3); 10-60 generated (Russell: make the variants that make sense, not every value)."
